match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
2,2025-03-23,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",3.0,0,49,0,16.33,3,0,0
23,2025-04-09,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",4.0,0,38,0,9.5,8,0,0
42,2025-04-24,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",3.0,0,30,0,10.0,3,1,0
50,2025-05-01,Mumbai Indians,"Sawai Mansingh Stadium, Jaipur",4.0,0,54,0,13.5,7,1,0
59,2025-05-18,Punjab Kings,"Sawai Mansingh Stadium, Jaipur",3.0,0,39,0,13.0,3,0,0
