match_number,date,opponent,catches,stumpings,run_outs
26,2011-04-23,Kings XI Punjab,1,0,0
33,2011-04-28,Kolkata Knight Riders,0,0,1
41,2011-05-02,Kochi Tuskers Kerala,0,0,1
56,2011-05-12,Chennai Super Kings,0,0,1
