match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
19,2011-04-19,Deccan Chargers,Feroz Shah Kotla,23,11,1,2,209.09,b DT Christian,8
26,2011-04-23,Kings XI Punjab,Feroz Shah Kotla,11,9,1,1,122.22,c RJ Harris b AM Nayar,3
30,2011-04-26,Royal Challengers Bangalore,Feroz Shah Kotla,0,2,0,0,0.0,not out,8
33,2011-04-28,Kolkata Knight Riders,Feroz Shah Kotla,19,12,0,2,158.33,c SP Goswami b L Balaji,8
36,2011-04-30,Kochi Tuskers Kerala,Nehru Stadium,22,30,1,0,73.33,"run out (RA Jadeja, PA Patel)",5
41,2011-05-02,Kochi Tuskers Kerala,Feroz Shah Kotla,18,23,1,0,78.26,c RP Singh b R Vinay Kumar,4
46,2011-05-05,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",7,3,0,1,233.33,not out,8
49,2011-05-07,Mumbai Indians,Wankhede Stadium,0,1,0,0,0.0,c MM Patel b Harbhajan Singh,8
56,2011-05-12,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",1,2,0,0,50.0,not out,8
60,2011-05-15,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,10,7,2,0,142.86,lbw b RJ Harris,8
