match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
4,2025-03-24,Delhi Capitals,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2.0,0,19,2,9.5,5,1,0
7,2025-03-27,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",4.0,0,34,4,8.5,11,2,0
13,2025-04-01,Punjab Kings,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",3.0,0,39,0,13.0,6,1,0
16,2025-04-04,Mumbai Indians,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",4.0,0,40,1,10.0,3,2,0
21,2025-04-08,Kolkata Knight Riders,"Eden Gardens, Kolkata",4.0,0,52,2,13.0,9,8,0
26,2025-04-12,Gujarat Titans,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",4.0,0,34,2,8.5,9,3,0
30,2025-04-14,Chennai Super Kings,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",4.0,0,56,0,14.0,7,3,1
36,2025-04-19,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",3.0,0,34,1,11.33,5,0,0
40,2025-04-22,Delhi Capitals,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2.0,0,28,0,14.0,2,1,0
61,2025-05-19,Sunrisers Hyderabad,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",4.0,0,39,1,9.75,3,0,0
