innings,team,wicket_number,player_out,score,over
1,Mumbai Indians,1,Q de Kock,24,3.4
1,Mumbai Indians,2,E Lewis,99,13.1
1,Mumbai Indians,3,KH Pandya,101,14.1
1,Mumbai Indians,4,RG Sharma,122,17.2
2,Chennai Super Kings,1,SR Watson,9,1.5
2,Chennai Super Kings,2,SK Raina,22,4.1
2,Chennai Super Kings,3,AT Rayudu,34,5.3
2,Chennai Super Kings,4,KM Jadhav,45,8.2
2,Chennai Super Kings,5,DR Shorey,60,10.6
2,Chennai Super Kings,6,M Vijay,66,12.4
2,Chennai Super Kings,7,DJ Bravo,99,16.6
2,Chennai Super Kings,8,DL Chahar,101,17.3
2,Chennai Super Kings,9,Harbhajan Singh,103,18.2
2,Chennai Super Kings,10,MJ Santner,109,18.4
