innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Mumbai Indians,1,RG Sharma,8,7,Q de Kock,15,9,24,16
1,Mumbai Indians,2,E Lewis,32,30,RG Sharma,41,27,75,57
1,Mumbai Indians,3,RG Sharma,1,3,KH Pandya,1,3,2,6
1,Mumbai Indians,4,RG Sharma,17,11,HH Pandya,4,8,21,19
1,Mumbai Indians,5,KA Pollard,13,12,HH Pandya,19,10,33,22
2,Chennai Super Kings,1,M Vijay,1,1,SR Watson,8,4,9,5
2,Chennai Super Kings,2,SK Raina,2,4,M Vijay,11,10,13,14
2,Chennai Super Kings,3,M Vijay,12,5,AT Rayudu,0,3,12,8
2,Chennai Super Kings,4,KM Jadhav,6,11,M Vijay,5,6,11,17
2,Chennai Super Kings,5,DR Shorey,5,8,M Vijay,7,8,15,16
2,Chennai Super Kings,6,DJ Bravo,3,5,M Vijay,2,5,6,10
2,Chennai Super Kings,7,MJ Santner,14,15,DJ Bravo,17,12,33,26
2,Chennai Super Kings,8,MJ Santner,1,1,DL Chahar,0,2,2,3
2,Chennai Super Kings,9,MJ Santner,1,2,Harbhajan Singh,1,3,2,5
2,Chennai Super Kings,10,MJ Santner,6,2,Imran Tahir,0,0,6,2
