innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Rajasthan Royals,YBK Jaiswal,35,18,5,2,194.44,c T Natarajan b M Jansen,1
1,Rajasthan Royals,JC Buttler,95,59,10,4,161.02,lbw b B Kumar,2
1,Rajasthan Royals,SV Samson,66,38,4,5,173.68,not out,3
1,Rajasthan Royals,SO Hetmyer,7,5,0,0,140.0,not out,4
2,Sunrisers Hyderabad,Anmolpreet Singh,33,25,4,1,132.0,c SO Hetmyer b YS Chahal,1
2,Sunrisers Hyderabad,Abhishek Sharma,55,34,5,2,161.76,c YS Chahal b R Ashwin,2
2,Sunrisers Hyderabad,RA Tripathi,47,29,2,3,162.07,c YBK Jaiswal b YS Chahal,3
2,Sunrisers Hyderabad,H Klaasen,26,12,2,2,216.67,c JC Buttler b YS Chahal,4
2,Sunrisers Hyderabad,AK Markram,6,5,1,0,120.0,lbw b YS Chahal,5
2,Sunrisers Hyderabad,GD Phillips,25,7,1,3,357.14,c SO Hetmyer b K Yadav,6
2,Sunrisers Hyderabad,Abdul Samad,17,7,0,2,242.86,not out,7
2,Sunrisers Hyderabad,M Jansen,3,2,0,0,150.0,not out,8
