innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Gujarat Lions,1,Ishan Kishan,12,8,BB McCullum,6,4,21,12
1,Gujarat Lions,2,Ishan Kishan,24,11,SK Raina,1,3,25,14
1,Gujarat Lions,3,Ishan Kishan,2,6,AJ Finch,0,3,2,9
1,Gujarat Lions,4,KD Karthik,2,8,Ishan Kishan,4,6,8,14
1,Gujarat Lions,5,RA Jadeja,20,14,Ishan Kishan,6,4,27,18
1,Gujarat Lions,6,JP Faulkner,3,9,RA Jadeja,8,7,12,16
1,Gujarat Lions,7,JP Faulkner,3,8,IK Pathan,2,3,6,11
1,Gujarat Lions,8,JP Faulkner,15,9,AJ Tye,25,12,43,19
1,Gujarat Lions,9,JP Faulkner,0,1,Basil Thampi,0,0,0,1
1,Gujarat Lions,10,Basil Thampi,2,4,Ankit Soni,7,2,9,6
2,Mumbai Indians,1,PA Patel,34,17,JC Buttler,9,7,43,24
2,Mumbai Indians,2,PA Patel,19,18,N Rana,19,16,39,34
2,Mumbai Indians,3,RG Sharma,5,13,PA Patel,17,8,22,21
2,Mumbai Indians,4,KA Pollard,5,3,PA Patel,0,1,5,4
2,Mumbai Indians,5,KH Pandya,8,7,KA Pollard,10,8,18,15
2,Mumbai Indians,6,HH Pandya,4,5,KH Pandya,8,6,12,11
2,Mumbai Indians,7,KH Pandya,3,3,Harbhajan Singh,0,1,3,4
2,Mumbai Indians,8,MJ McClenaghan,1,1,KH Pandya,0,0,1,1
2,Mumbai Indians,9,KH Pandya,7,2,JJ Bumrah,0,1,7,3
2,Mumbai Indians,10,KH Pandya,3,2,SL Malinga,0,1,3,3
