innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Mumbai Indians,Harbhajan Singh,4.0,0,23,1,5.75,11,1,0
1,Mumbai Indians,JJ Bumrah,4.0,0,32,2,8.0,10,0,2
1,Mumbai Indians,KH Pandya,4.0,0,14,3,3.5,15,1,0
1,Mumbai Indians,MJ McClenaghan,4.0,0,50,0,12.5,7,1,0
1,Mumbai Indians,SL Malinga,4.0,0,33,2,8.25,10,4,0
2,Gujarat Lions,AJ Tye,1.0,0,9,0,9.0,2,0,0
2,Gujarat Lions,Ankit Soni,4.0,0,16,1,4.0,13,1,0
2,Gujarat Lions,Basil Thampi,4.0,0,29,3,7.25,8,0,0
2,Gujarat Lions,IK Pathan,2.0,0,26,0,13.0,4,0,0
2,Gujarat Lions,JP Faulkner,4.0,0,34,2,8.5,7,0,0
2,Gujarat Lions,RA Jadeja,1.0,0,11,0,11.0,1,0,0
2,Gujarat Lions,SK Raina,4.0,0,28,0,7.0,6,0,0
