innings,team,wicket_number,player_out,score,over
1,Gujarat Lions,1,BB McCullum,21,2.6
1,Gujarat Lions,2,SK Raina,46,5.2
1,Gujarat Lions,3,AJ Finch,48,6.5
1,Gujarat Lions,4,KD Karthik,56,9.1
1,Gujarat Lions,5,Ishan Kishan,83,12.1
1,Gujarat Lions,6,RA Jadeja,95,14.5
1,Gujarat Lions,7,IK Pathan,101,16.4
1,Gujarat Lions,8,AJ Tye,144,19.5
1,Gujarat Lions,9,JP Faulkner,144,19.6
2,Mumbai Indians,1,JC Buttler,43,4.6
2,Mumbai Indians,2,N Rana,82,10.4
2,Mumbai Indians,3,RG Sharma,104,14.1
2,Mumbai Indians,4,PA Patel,109,14.5
2,Mumbai Indians,5,KA Pollard,127,17.2
2,Mumbai Indians,6,HH Pandya,139,19.1
2,Mumbai Indians,7,Harbhajan Singh,142,19.5
2,Mumbai Indians,8,MJ McClenaghan,143,19.6
2,Mumbai Indians,9,JJ Bumrah,150,20.3
2,Mumbai Indians,10,KH Pandya,153,20.6
