innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Royal Challengers Bengaluru,PD Salt,78,36,6,6,216.67,c HH Pandya b SN Thakur,1
1,Royal Challengers Bengaluru,V Kohli,50,38,5,1,131.58,c SA Yadav b HH Pandya,2
1,Royal Challengers Bengaluru,RM Patidar,53,20,4,5,265.0,c Tilak Varma b MJ Santner,3
1,Royal Challengers Bengaluru,TH David,34,16,2,3,212.5,not out,4
1,Royal Challengers Bengaluru,JM Sharma,10,9,1,0,111.11,lbw b TA Boult,5
1,Royal Challengers Bengaluru,R Shepherd,2,2,0,0,100.0,not out,6
2,Mumbai Indians,RD Rickelton,37,22,3,3,168.18,c B Kumar b Suyash Sharma,1
2,Mumbai Indians,RG Sharma,19,13,2,1,146.15,retired hurt,2
2,Mumbai Indians,SA Yadav,33,22,5,0,150.0,c Rasikh Salam b KH Pandya,3
2,Mumbai Indians,Tilak Varma,1,3,0,0,33.33,c JA Duffy b Suyash Sharma,4
2,Mumbai Indians,HH Pandya,40,22,6,1,181.82,c R Shepherd b JA Duffy,5
2,Mumbai Indians,SE Rutherford,71,31,1,9,229.03,not out,6
2,Mumbai Indians,Naman Dhir,1,2,0,0,50.0,c RM Patidar b Rasikh Salam,7
2,Mumbai Indians,MJ Santner,8,6,1,0,133.33,not out,8
