match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,2011-04-08,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",11,12,0,1,91.67,run out (MS Dhoni),3
6,2011-04-11,Deccan Chargers,Eden Gardens,22,15,4,0,146.67,c IR Jaggi b DW Steyn,5
22,2011-04-20,Kochi Tuskers Kerala,Eden Gardens,8,3,0,1,266.67,c M Muralitharan b RR Powar,7
24,2011-04-22,Royal Challengers Bangalore,Eden Gardens,46,24,3,3,191.67,c V Kohli b S Aravind,4
33,2011-04-28,Delhi Daredevils,Feroz Shah Kotla,5,8,0,0,62.5,c IK Pathan b UT Yadav,5
42,2011-05-03,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",47,26,3,3,180.77,not out,4
45,2011-05-05,Kochi Tuskers Kerala,Nehru Stadium,17,13,2,0,130.77,c DPMD Jayawardene b R Vinay Kumar,5
58,2011-05-14,Royal Challengers Bangalore,M Chinnaswamy Stadium,36,24,2,3,150.0,c A Mithun b CK Langeveldt,5
65,2011-05-19,Pune Warriors,Dr DY Patil Sports Academy,29,25,3,1,116.0,c SC Ganguly b WD Parnell,4
70,2011-05-22,Mumbai Indians,Eden Gardens,36,27,4,1,133.33,c AN Ahmed b JEC Franklin,5
72,2011-05-25,Mumbai Indians,Wankhede Stadium,26,24,3,0,108.33,c KA Pollard b MM Patel,5
