match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
3,2021-04-11,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chepauk, Chennai",2,3,0,0,66.67,c Abdul Samad b Mohammad Nabi,5
5,2021-04-13,Mumbai Indians,"MA Chidambaram Stadium, Chepauk, Chennai",7,7,1,0,100.0,c M Jansen b RD Chahar,4
10,2021-04-18,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk, Chennai",29,23,1,2,126.09,c V Kohli b HV Patel,4
15,2021-04-21,Chennai Super Kings,"Wankhede Stadium, Mumbai",7,7,1,0,100.0,c MS Dhoni b DL Chahar,4
18,2021-04-24,Rajasthan Royals,"Wankhede Stadium, Mumbai",0,0,0,0,0.0,run out (),5
21,2021-04-26,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",47,40,4,2,117.5,not out,5
25,2021-04-29,Delhi Capitals,"Narendra Modi Stadium, Ahmedabad",0,2,0,0,0.0,c SPD Smith b Lalit Yadav,4
34,2021-09-23,Mumbai Indians,"Zayed Cricket Stadium, Abu Dhabi",7,8,0,1,87.5,c TA Boult b JJ Bumrah,4
38,2021-09-26,Chennai Super Kings,"Zayed Cricket Stadium, Abu Dhabi",8,14,0,0,57.14,c F du Plessis b JR Hazlewood,4
41,2021-09-28,Delhi Capitals,Sharjah Cricket Stadium,0,2,0,0,0.0,c Lalit Yadav b R Ashwin,5
45,2021-10-01,Punjab Kings,Dubai International Cricket Stadium,2,2,0,0,100.0,lbw b Mohammed Shami,5
49,2021-10-03,Sunrisers Hyderabad,Dubai International Cricket Stadium,2,2,0,0,100.0,not out,6
54,2021-10-07,Rajasthan Royals,Sharjah Cricket Stadium,13,11,1,1,118.18,not out,6
58,2021-10-11,Royal Challengers Bangalore,Sharjah Cricket Stadium,5,7,0,0,71.43,not out,7
59,2021-10-13,Delhi Capitals,Sharjah Cricket Stadium,0,3,0,0,0.0,b A Nortje,6
60,2021-10-15,Chennai Super Kings,Dubai International Cricket Stadium,4,8,0,0,50.0,c DL Chahar b JR Hazlewood,5
