match_number,date,opponent,catches,stumpings,run_outs
3,2021-04-11,Sunrisers Hyderabad,2,0,0
15,2021-04-21,Chennai Super Kings,1,0,0
21,2021-04-26,Punjab Kings,3,0,0
34,2021-09-23,Mumbai Indians,0,0,1
38,2021-09-26,Chennai Super Kings,1,0,0
45,2021-10-01,Punjab Kings,1,0,0
54,2021-10-07,Rajasthan Royals,1,0,0
