innings,over,ball,team,player_in,player_out,reason
1,16,1,Royal Challengers Bengaluru,D Padikkal,Suyash Sharma,impact_player
1,17,3,Delhi Capitals,Ashutosh Sharma,F du Plessis,impact_player
