innings,team,wicket_number,player_out,score,over
1,Delhi Capitals,1,Abishek Porel,33,4.4
1,Delhi Capitals,2,KK Nair,44,5.4
1,Delhi Capitals,3,F du Plessis,72,10.5
1,Delhi Capitals,4,AR Patel,102,14.4
1,Delhi Capitals,5,KL Rahul,118,17.2
1,Delhi Capitals,6,Ashutosh Sharma,120,17.5
1,Delhi Capitals,7,V Nigam,158,20.2
1,Delhi Capitals,8,T Stubbs,162,20.5
2,Royal Challengers Bengaluru,1,JG Bethell,20,3.2
2,Royal Challengers Bengaluru,2,D Padikkal,20,3.4
2,Royal Challengers Bengaluru,3,RM Patidar,26,4.6
2,Royal Challengers Bengaluru,4,V Kohli,145,18.5
