innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Delhi Capitals,1,Abishek Porel,28,11,F du Plessis,5,11,33,22
1,Delhi Capitals,2,KK Nair,4,4,F du Plessis,5,3,11,6
1,Delhi Capitals,3,KL Rahul,16,19,F du Plessis,12,12,28,31
1,Delhi Capitals,4,AR Patel,15,13,KL Rahul,15,10,30,23
1,Delhi Capitals,5,T Stubbs,6,6,KL Rahul,10,10,16,16
1,Delhi Capitals,6,Ashutosh Sharma,2,3,T Stubbs,0,0,2,3
1,Delhi Capitals,7,V Nigam,12,6,T Stubbs,24,9,38,15
1,Delhi Capitals,8,T Stubbs,4,3,MA Starc,0,0,4,3
1,Delhi Capitals,9,PVD Chameera,0,1,MA Starc,0,0,0,1
2,Royal Challengers Bengaluru,1,JG Bethell,12,6,V Kohli,8,8,20,14
2,Royal Challengers Bengaluru,2,D Padikkal,0,2,V Kohli,0,0,0,2
2,Royal Challengers Bengaluru,3,RM Patidar,6,6,V Kohli,0,2,6,8
2,Royal Challengers Bengaluru,4,KH Pandya,73,47,V Kohli,43,37,119,83
2,Royal Challengers Bengaluru,5,TH David,19,5,KH Pandya,0,0,20,4
