match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
3,2013-04-05,Pune Warriors,"Rajiv Gandhi International Stadium, Uppal",10,18,0,0,55.56,c MR Marsh b MN Samuels,4
7,2013-04-07,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",5,9,1,0,55.56,c M Muralitharan b MC Henriques,3
9,2013-04-09,Royal Challengers Bangalore,M Chinnaswamy Stadium,52,34,3,3,152.94,c AB de Villiers b R Vinay Kumar,4
14,2013-04-12,Delhi Daredevils,Feroz Shah Kotla,4,8,0,0,50.0,st KM Jadhav b S Nadeem,5
17,2013-04-14,Kolkata Knight Riders,Eden Gardens,34,31,3,1,109.68,c YK Pathan b JH Kallis,2
22,2013-04-17,Pune Warriors,Maharashtra Cricket Association Stadium,0,1,0,0,0.0,b B Kumar,4
25,2013-04-19,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",16,23,1,0,69.57,b MS Gony,4
34,2013-04-25,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2,3,0,0,66.67,c MS Dhoni b MM Sharma,4
59,2013-05-11,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",10,8,2,0,125.0,lbw b Sandeep Sharma,4
62,2013-05-13,Mumbai Indians,Wankhede Stadium,43,23,3,3,186.96,not out,4
68,2013-05-17,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal",0,1,0,0,0.0,c SK Trivedi b SR Watson,4
72,2013-05-19,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Uppal",2,4,0,0,50.0,"run out (EJG Morgan, MS Bisla)",4
74,2013-05-22,Rajasthan Royals,Feroz Shah Kotla,31,28,5,0,110.71,c KK Cooper b SK Trivedi,4
