innings,team,wicket_number,player_out,score,over
1,Kolkata Knight Riders,1,MS Bisla,25,5.3
1,Kolkata Knight Riders,2,G Gambhir,42,8.1
1,Kolkata Knight Riders,3,EJG Morgan,59,11.4
1,Kolkata Knight Riders,4,JH Kallis,89,16.1
1,Kolkata Knight Riders,5,RN ten Doeschate,95,17.1
1,Kolkata Knight Riders,6,P Dogra,111,19.1
1,Kolkata Knight Riders,7,SP Narine,121,20.1
2,Sunrisers Hyderabad,1,S Dhawan,89,12.3
2,Sunrisers Hyderabad,2,PA Patel,100,14.3
2,Sunrisers Hyderabad,3,CL White,103,15.2
2,Sunrisers Hyderabad,4,GH Vihari,108,16.3
2,Sunrisers Hyderabad,5,NLTC Perera,112,18.5
