match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
25,2009-05-02,Deccan Chargers,St George's Park,4.0,0,25,2,6.25,12,0,0
30,2009-05-05,Kings XI Punjab,Kingsmead,4.0,0,26,1,6.5,15,6,0
37,2009-05-09,Chennai Super Kings,De Beers Diamond Oval,2.0,0,22,0,11.0,6,1,0
