match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,2010-03-12,Deccan Chargers,Dr DY Patil Sports Academy,0,1,0,0,0.0,c RG Sharma b WPUJC Vaas,1
4,2010-03-14,Royal Challengers Bangalore,Eden Gardens,50,29,6,2,172.41,c & b RE van der Merwe,2
8,2010-03-16,Chennai Super Kings,Eden Gardens,8,3,2,0,266.67,b MS Gony,2
13,2010-03-20,Rajasthan Royals,"Sardar Patel Stadium, Motera",11,13,2,0,84.62,b YK Pathan,1
23,2010-03-27,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",75,47,8,2,159.57,not out,4
26,2010-03-29,Delhi Daredevils,Feroz Shah Kotla,0,3,0,0,0.0,b AB McDonald,4
30,2010-04-01,Deccan Chargers,Eden Gardens,5,7,0,0,71.43,b PP Ojha,4
34,2010-04-04,Kings XI Punjab,Eden Gardens,35,32,2,0,109.38,c M Kaif b IK Pathan,3
39,2010-04-07,Delhi Daredevils,Eden Gardens,26,18,1,1,144.44,not out,4
43,2010-04-10,Royal Challengers Bangalore,M Chinnaswamy Stadium,0,2,0,0,0.0,c CL White b JH Kallis,4
48,2010-04-13,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",27,31,2,0,87.1,c M Vijay b SK Raina,4
