match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
3,2022-03-27,Punjab Kings,"Dr DY Patil Sports Academy, Mumbai",4.0,0,40,1,10.0,10,1,0
6,2022-03-30,Kolkata Knight Riders,"Dr DY Patil Sports Academy, Mumbai",4.0,0,20,4,5.0,15,0,0
13,2022-04-05,Rajasthan Royals,"Wankhede Stadium, Mumbai",4.0,0,32,1,8.0,10,0,0
18,2022-04-09,Mumbai Indians,"Maharashtra Cricket Association Stadium, Pune",4.0,0,28,2,7.0,10,0,0
22,2022-04-12,Chennai Super Kings,"Dr DY Patil Sports Academy, Mumbai",3.0,0,35,2,11.67,4,1,0
27,2022-04-16,Delhi Capitals,"Wankhede Stadium, Mumbai",4.0,0,40,1,10.0,8,0,0
31,2022-04-19,Lucknow Super Giants,"Dr DY Patil Sports Academy, Mumbai",2.0,0,20,0,10.0,3,0,0
36,2022-04-23,Sunrisers Hyderabad,"Brabourne Stadium, Mumbai",1.0,0,7,0,7.0,2,0,0
39,2022-04-26,Rajasthan Royals,"Maharashtra Cricket Association Stadium, Pune",4.0,0,23,2,5.75,11,1,0
43,2022-04-30,Gujarat Titans,"Brabourne Stadium, Mumbai",4.0,0,28,2,7.0,9,0,0
49,2022-05-04,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",3.0,0,31,1,10.33,7,0,0
54,2022-05-08,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",4.0,1,18,5,4.5,13,0,0
60,2022-05-13,Punjab Kings,"Brabourne Stadium, Mumbai",4.0,0,15,2,3.75,12,0,0
67,2022-05-19,Gujarat Titans,"Wankhede Stadium, Mumbai",4.0,0,25,1,6.25,7,1,0
72,2022-05-25,Lucknow Super Giants,"Eden Gardens, Kolkata",4.0,0,42,1,10.5,5,0,0
73,2022-05-27,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",4.0,0,26,1,6.5,11,0,0
