match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
2,2024-03-23,Punjab Kings,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",32,10,4,2,320.0,not out,9
9,2024-03-28,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",9,10,0,0,90.0,c JC Buttler b YS Chahal,6
13,2024-03-31,Chennai Super Kings,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",9,6,1,0,150.0,not out,7
16,2024-04-03,Kolkata Knight Riders,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",0,5,0,0,0.0,c SP Narine b VG Arora,4
20,2024-04-07,Mumbai Indians,"Wankhede Stadium, Mumbai",41,31,5,0,132.26,c TH David b JJ Bumrah,3
32,2024-04-17,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",15,7,2,1,214.29,b S Sandeep Warrier,3
35,2024-04-20,Sunrisers Hyderabad,"Arun Jaitley Stadium, Delhi",42,22,7,1,190.91,st H Klaasen b M Markande,4
43,2024-04-27,Mumbai Indians,"Arun Jaitley Stadium, Delhi",36,27,3,1,133.33,c Ishan Kishan b Mohammad Nabi,2
47,2024-04-29,Kolkata Knight Riders,"Eden Gardens, Kolkata",18,15,2,1,120.0,b Harshit Rana,3
56,2024-05-07,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",65,36,7,3,180.56,c Sandeep Sharma b R Ashwin,2
62,2024-05-12,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",2,3,0,0,66.67,c LH Ferguson b Yash Dayal,3
64,2024-05-14,Lucknow Super Giants,"Arun Jaitley Stadium, Delhi",58,33,5,4,175.76,c N Pooran b Naveen-ul-Haq,2
