innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Deccan Chargers,MJ Lumb,0,2,0,0,0.0,b SL Malinga,1
1,Deccan Chargers,S Sohal,20,22,0,2,90.91,c A Symonds b KA Pollard,2
1,Deccan Chargers,KC Sangakkara,27,28,1,1,96.43,c KA Pollard b DS Kulkarni,3
1,Deccan Chargers,JP Duminy,8,10,1,0,80.0,st AT Rayudu b Harbhajan Singh,4
1,Deccan Chargers,B Chipli,10,11,1,0,90.91,c TL Suman b DS Kulkarni,5
1,Deccan Chargers,DT Christian,18,23,0,0,78.26,b DS Kulkarni,6
1,Deccan Chargers,S Dhawan,27,18,2,1,150.0,not out,7
1,Deccan Chargers,A Mishra,18,6,4,0,300.0,not out,8
2,Mumbai Indians,SR Tendulkar,37,42,3,0,88.1,lbw b Anand Rajan,1
2,Mumbai Indians,AC Blizzard,1,7,0,0,14.29,b JP Duminy,2
2,Mumbai Indians,AT Rayudu,2,8,0,0,25.0,b I Sharma,3
2,Mumbai Indians,RG Sharma,4,6,1,0,66.67,c KC Sangakkara b I Sharma,4
2,Mumbai Indians,A Symonds,8,19,0,0,42.11,c I Sharma b A Mishra,5
2,Mumbai Indians,TL Suman,14,13,0,2,107.69,c S Dhawan b Anand Rajan,6
2,Mumbai Indians,KA Pollard,24,13,3,1,184.62,c MJ Lumb b Anand Rajan,7
2,Mumbai Indians,Harbhajan Singh,17,12,1,1,141.67,not out,8
2,Mumbai Indians,SL Malinga,0,0,0,0,0.0,"run out (DT Christian, Anand Rajan)",9
