innings,team,wicket_number,player_out,score,over
1,Deccan Chargers,1,MJ Lumb,0,1.2
1,Deccan Chargers,2,KC Sangakkara,39,8.2
1,Deccan Chargers,3,S Sohal,53,10.6
1,Deccan Chargers,4,JP Duminy,58,11.4
1,Deccan Chargers,5,B Chipli,77,15.2
1,Deccan Chargers,6,DT Christian,105,19.2
2,Mumbai Indians,1,AC Blizzard,9,3.1
2,Mumbai Indians,2,AT Rayudu,19,4.6
2,Mumbai Indians,3,RG Sharma,25,6.3
2,Mumbai Indians,4,A Symonds,54,12.2
2,Mumbai Indians,5,TL Suman,81,16.3
2,Mumbai Indians,6,SR Tendulkar,83,16.6
2,Mumbai Indians,7,KA Pollard,123,20.4
2,Mumbai Indians,8,SL Malinga,125,20.5
