match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
16,2015-04-19,Mumbai Indians,M Chinnaswamy Stadium,4.0,0,33,4,8.25,8,1,0
20,2015-04-22,Chennai Super Kings,M Chinnaswamy Stadium,4.0,0,46,1,11.5,7,1,0
22,2015-04-24,Rajasthan Royals,"Sardar Patel Stadium, Motera",4.0,0,27,0,6.75,5,0,0
26,2015-04-26,Delhi Daredevils,Feroz Shah Kotla,3.2,0,18,2,5.4,8,1,0
33,2015-05-02,Kolkata Knight Riders,M Chinnaswamy Stadium,2.0,0,20,1,10.0,3,0,0
37,2015-05-04,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",4.0,0,29,2,7.25,9,0,0
40,2015-05-06,Kings XI Punjab,M Chinnaswamy Stadium,1.0,0,4,0,4.0,2,0,0
46,2015-05-10,Mumbai Indians,Wankhede Stadium,4.0,0,38,0,9.5,9,1,0
50,2015-05-13,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",2.0,0,17,1,8.5,4,0,0
52,2015-05-15,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2.0,0,20,2,10.0,3,1,0
55,2015-05-17,Delhi Daredevils,M Chinnaswamy Stadium,4.0,0,39,0,9.75,2,0,0
58,2015-05-20,Rajasthan Royals,Maharashtra Cricket Association Stadium,4.0,0,32,2,8.0,8,1,0
59,2015-05-22,Chennai Super Kings,JSCA International Stadium Complex,4.0,0,30,1,7.5,5,2,0
