innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Sunrisers Hyderabad,1,TM Head,13,15,Abhishek Sharma,12,10,25,25
1,Sunrisers Hyderabad,2,Anmolpreet Singh,5,5,TM Head,4,1,10,6
1,Sunrisers Hyderabad,3,Nithish Kumar Reddy,49,29,TM Head,41,28,96,57
1,Sunrisers Hyderabad,4,H Klaasen,42,19,Nithish Kumar Reddy,27,13,70,32
2,Rajasthan Royals,1,YBK Jaiswal,1,1,JC Buttler,0,1,1,2
2,Rajasthan Royals,2,SV Samson,0,3,YBK Jaiswal,0,0,0,3
2,Rajasthan Royals,3,R Parag,60,39,YBK Jaiswal,66,39,134,76
2,Rajasthan Royals,4,SO Hetmyer,6,4,R Parag,17,10,24,14
2,Rajasthan Royals,5,R Powell,11,6,SO Hetmyer,7,5,22,11
2,Rajasthan Royals,6,Dhruv Jurel,1,3,R Powell,0,0,1,3
2,Rajasthan Royals,7,R Ashwin,2,2,R Powell,16,9,18,11
2,Rajasthan Royals,8,R Ashwin,2,2,R Powell,16,9,18,11
