innings,team,wicket_number,player_out,score,over
1,Kochi Tuskers Kerala,1,BB McCullum,6,2.4
1,Kochi Tuskers Kerala,2,PA Patel,30,6.2
1,Kochi Tuskers Kerala,3,M Klinger,81,12.5
1,Kochi Tuskers Kerala,4,RA Jadeja,96,15.4
1,Kochi Tuskers Kerala,5,DPMD Jayawardene,134,19.6
2,Kolkata Knight Riders,1,JH Kallis,69,11.2
2,Kolkata Knight Riders,2,G Gambhir,69,11.3
2,Kolkata Knight Riders,3,MK Tiwary,97,14.6
2,Kolkata Knight Riders,4,EJG Morgan,132,19.4
2,Kolkata Knight Riders,5,YK Pathan,132,19.5
2,Kolkata Knight Riders,6,B Lee,138,20.4
2,Kolkata Knight Riders,7,MV Boucher,139,20.6
