innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Kolkata Knight Riders,B Lee,4.0,1,42,0,10.5,9,0,1
1,Kolkata Knight Riders,Iqbal Abdulla,2.0,0,16,0,8.0,3,0,0
1,Kolkata Knight Riders,JD Unadkat,4.0,0,25,2,6.25,12,1,0
1,Kolkata Knight Riders,JH Kallis,3.0,0,21,0,7.0,6,1,0
1,Kolkata Knight Riders,R Bhatia,3.0,0,22,1,7.33,2,0,0
1,Kolkata Knight Riders,S Ladda,1.0,0,13,0,13.0,1,0,1
1,Kolkata Knight Riders,YK Pathan,3.0,0,16,1,5.33,6,1,0
2,Kochi Tuskers Kerala,P Parameswaran,4.0,0,21,0,5.25,9,0,0
2,Kochi Tuskers Kerala,R Vinay Kumar,4.0,0,28,2,7.0,8,0,0
2,Kochi Tuskers Kerala,RA Jadeja,1.0,0,7,0,7.0,2,0,0
2,Kochi Tuskers Kerala,RP Singh,4.0,0,44,1,11.0,8,1,0
2,Kochi Tuskers Kerala,RV Gomez,4.0,1,14,2,3.5,14,0,0
2,Kochi Tuskers Kerala,S Sreesanth,3.0,0,24,0,8.0,7,1,0
