innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,17,1,Rajasthan Royals,SV Samson,TG Southee,J Madanagopal,,upheld,False
2,13,5,Rajasthan Royals,SS Iyer,TA Boult,N Pandit,,upheld,False
2,19,4,Rajasthan Royals,RK Singh,M Prasidh Krishna,N Pandit,,struck down,False
