match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
3,2011-04-09,Kochi Tuskers Kerala,Nehru Stadium,26,24,2,0,108.33,c DPMD Jayawardene b RV Gomez,5
8,2011-04-12,Mumbai Indians,M Chinnaswamy Stadium,16,10,3,0,160.0,not out,6
11,2011-04-14,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",7,10,0,0,70.0,c KC Sangakkara b A Mishra,6
14,2011-04-16,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",14,13,0,0,107.69,c MS Dhoni b S Randiv,6
30,2011-04-26,Delhi Daredevils,Feroz Shah Kotla,18,20,1,1,90.0,c NV Ojha b M Morkel,5
35,2011-04-29,Pune Warriors,M Chinnaswamy Stadium,14,8,1,1,175.0,c Harpreet Singh b JE Taylor,5
47,2011-05-06,Kings XI Punjab,M Chinnaswamy Stadium,13,9,2,0,144.44,c & b RJ Harris,5
58,2011-05-14,Kolkata Knight Riders,M Chinnaswamy Stadium,1,5,0,0,20.0,run out (G Gambhir),7
63,2011-05-17,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,6,11,1,0,54.55,c DJ Hussey b SJ Srivastava,2
69,2011-05-22,Chennai Super Kings,M Chinnaswamy Stadium,13,26,1,0,50.0,not out,4
71,2011-05-24,Chennai Super Kings,Wankhede Stadium,9,6,1,0,150.0,not out,6
73,2011-05-27,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",8,12,0,0,66.67,not out,6
74,2011-05-28,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",42,34,1,3,123.53,not out,6
