match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
9,2010-03-17,Delhi Daredevils,Feroz Shah Kotla,10,8,2,0,125.0,st KD Karthik b S Ladda,6
14,2010-03-20,Royal Challengers Bangalore,Brabourne Stadium,21,19,1,1,110.53,c V Kohli b DW Steyn,8
17,2010-03-22,Kolkata Knight Riders,Brabourne Stadium,7,7,1,0,100.0,lbw b I Sharma,4
21,2010-03-25,Chennai Super Kings,"Brabourne Stadium, Mumbai",20,9,3,1,222.22,b M Muralitharan,5
25,2010-03-28,Deccan Chargers,Dr DY Patil Sports Academy,1,5,0,0,20.0,c TL Suman b Jaskaran Singh,7
27,2010-03-30,Kings XI Punjab,Brabourne Stadium,20,13,2,1,153.85,c RS Bopara b IK Pathan,3
33,2010-04-03,Deccan Chargers,Brabourne Stadium,21,10,3,0,210.0,c A Symonds b RJ Harris,6
37,2010-04-06,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",5,6,0,0,83.33,c M Vijay b R Ashwin,6
41,2010-04-09,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",18,14,2,0,128.57,b IK Pathan,7
45,2010-04-11,Rajasthan Royals,Sawai Mansingh Stadium,25,13,3,1,192.31,b AP Dole,6
47,2010-04-13,Delhi Daredevils,Brabourne Stadium,45,13,2,5,346.15,not out,6
52,2010-04-17,Royal Challengers Bangalore,M Chinnaswamy Stadium,20,7,0,3,285.71,lbw b A Kumble,4
57,2010-04-21,Royal Challengers Bangalore,Dr DY Patil Sports Academy,33,13,1,3,253.85,not out,7
60,2010-04-25,Chennai Super Kings,Dr DY Patil Sports Academy,27,10,3,2,270.0,c ML Hayden b JA Morkel,8
