innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Sunrisers Hyderabad,1,DA Warner,4,7,S Dhawan,7,5,12,11
1,Sunrisers Hyderabad,2,S Dhawan,44,36,KS Williamson,89,51,136,86
1,Sunrisers Hyderabad,3,S Dhawan,19,9,Yuvraj Singh,3,3,22,12
1,Sunrisers Hyderabad,4,Yuvraj Singh,0,1,MC Henriques,0,0,0,1
1,Sunrisers Hyderabad,5,DJ Hooda,9,4,MC Henriques,12,6,21,10
2,Delhi Daredevils,1,SV Samson,0,2,SW Billings,13,9,14,11
2,Delhi Daredevils,2,KK Nair,33,23,SV Samson,36,22,71,45
2,Delhi Daredevils,3,SV Samson,1,2,RR Pant,0,1,1,3
2,Delhi Daredevils,4,SS Iyer,13,13,SV Samson,5,7,19,20
2,Delhi Daredevils,5,SS Iyer,36,17,AD Mathews,31,23,70,40
2,Delhi Daredevils,6,SS Iyer,1,1,CH Morris,0,0,1,1
