match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
2,2022-03-27,Delhi Capitals,"Brabourne Stadium, Mumbai",3.2,0,43,0,12.9,4,0,0
9,2022-04-02,Rajasthan Royals,"Dr DY Patil Sports Academy, Mumbai",4.0,0,17,3,4.25,15,0,0
14,2022-04-06,Kolkata Knight Riders,"Maharashtra Cricket Association Stadium, Pune",3.0,0,26,0,8.67,7,0,0
18,2022-04-09,Royal Challengers Bangalore,"Maharashtra Cricket Association Stadium, Pune",4.0,0,31,0,7.75,6,0,0
23,2022-04-13,Punjab Kings,"Maharashtra Cricket Association Stadium, Pune",4.0,0,28,1,7.0,5,2,0
26,2022-04-16,Lucknow Super Giants,"Brabourne Stadium, Mumbai",4.0,0,24,0,6.0,8,2,0
33,2022-04-21,Chennai Super Kings,"Dr DY Patil Sports Academy, Mumbai",4.0,0,29,0,7.25,8,2,0
37,2022-04-24,Lucknow Super Giants,"Wankhede Stadium, Mumbai",4.0,0,31,1,7.75,9,0,0
44,2022-04-30,Rajasthan Royals,"Dr DY Patil Sports Academy, Mumbai",4.0,0,27,0,6.75,11,0,1
51,2022-05-06,Gujarat Titans,"Brabourne Stadium, Mumbai",4.0,0,48,0,12.0,7,0,0
56,2022-05-09,Kolkata Knight Riders,"Dr DY Patil Sports Academy, Mumbai",4.0,1,10,5,2.5,18,0,0
59,2022-05-12,Chennai Super Kings,"Wankhede Stadium, Mumbai",3.0,1,12,1,4.0,13,0,0
65,2022-05-17,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",4.0,0,32,1,8.0,11,0,0
69,2022-05-21,Delhi Capitals,"Wankhede Stadium, Mumbai",4.0,0,25,3,6.25,11,0,0
