innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Gujarat Lions,death,58,1,30,11.6,9,5
1,Gujarat Lions,middle,73,2,54,8.11,8,13
1,Gujarat Lions,powerplay,52,1,36,8.67,9,17
2,Kolkata Knight Riders,death,70,0,31,13.55,8,4
2,Kolkata Knight Riders,middle,67,0,31,12.97,10,7
2,Kolkata Knight Riders,powerplay,47,0,27,10.44,8,10
