match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,2010-03-12,Kolkata Knight Riders,Dr DY Patil Sports Academy,19,24,2,0,79.17,c AD Mathews b CK Langeveldt,3
5,2010-03-14,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",45,36,5,1,125.0,run out (JA Morkel),3
12,2010-03-19,Kings XI Punjab,Barabati Stadium,23,23,2,0,100.0,b Yuvraj Singh,3
15,2010-03-21,Delhi Daredevils,Barabati Stadium,31,26,2,2,119.23,c MC Henriques b Y Nagar,3
22,2010-03-26,Rajasthan Royals,"Sardar Patel Stadium, Motera",25,14,2,2,178.57,st NV Ojha b SK Warne,3
25,2010-03-28,Mumbai Indians,Dr DY Patil Sports Academy,27,16,3,2,168.75,c KA Pollard b Z Khan,3
30,2010-04-01,Kolkata Knight Riders,Eden Gardens,50,45,5,1,111.11,c DJ Hussey b SE Bond,1
33,2010-04-03,Mumbai Indians,Brabourne Stadium,17,15,3,0,113.33,c SR Tendulkar b Z Khan,1
46,2010-04-12,Royal Challengers Bangalore,"Vidarbha Cricket Association Stadium, Jamtha",12,10,1,1,120.0,b DW Steyn,1
58,2010-04-22,Chennai Super Kings,Dr DY Patil Sports Academy,18,26,1,0,69.23,b SB Jakati,2
