innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Kings XI Punjab,Mandeep Singh,0,3,0,0,0.0,c & b A Chandila,1
1,Kings XI Punjab,AC Gilchrist,42,32,6,0,131.25,c & b KK Cooper,2
1,Kings XI Punjab,SE Marsh,77,64,6,2,120.31,b KK Cooper,3
1,Kings XI Punjab,DJ Hussey,1,3,0,0,33.33,b SR Watson,4
1,Kings XI Punjab,DA Miller,8,11,0,0,72.73,c AM Rahane b KK Cooper,5
1,Kings XI Punjab,MS Gony,3,3,0,0,100.0,c SV Samson b JP Faulkner,6
1,Kings XI Punjab,R Sathish,4,3,0,0,133.33,not out,7
1,Kings XI Punjab,PP Chawla,1,1,0,0,100.0,not out,8
2,Rajasthan Royals,R Dravid,4,7,1,0,57.14,b Bipul Sharma,1
2,Rajasthan Royals,AM Rahane,59,49,3,3,120.41,not out,2
2,Rajasthan Royals,SR Watson,31,25,3,1,124.0,b PP Chawla,3
2,Rajasthan Royals,SV Samson,47,33,5,1,142.42,not out,4
