match_number,opponent,bowler,overs,maidens,runs,wickets,economy,dots
4,Rajasthan Royals,A Mishra,4.0,0,26,2,6.5,8
4,Rajasthan Royals,B Kumar,3.3,0,21,1,6.0,9
4,Rajasthan Royals,DJG Sammy,2.0,0,19,0,9.5,3
4,Rajasthan Royals,DW Steyn,4.0,0,29,2,7.25,11
4,Rajasthan Royals,I Sharma,4.0,0,29,1,7.25,9
4,Rajasthan Royals,KV Sharma,2.0,0,8,0,4.0,5
9,Kings XI Punjab,A Mishra,4.0,0,56,2,14.0,6
9,Kings XI Punjab,B Kumar,4.0,0,19,3,4.75,15
9,Kings XI Punjab,DJG Sammy,2.0,0,22,1,11.0,4
9,Kings XI Punjab,DW Steyn,4.0,0,26,0,6.5,11
9,Kings XI Punjab,IK Pathan,2.0,0,28,0,14.0,3
9,Kings XI Punjab,KV Sharma,4.0,0,37,0,9.25,7
12,Delhi Daredevils,A Mishra,4.0,0,38,0,9.5,6
12,Delhi Daredevils,B Kumar,4.0,0,40,0,10.0,6
12,Delhi Daredevils,DJG Sammy,3.0,0,34,1,11.33,5
12,Delhi Daredevils,DW Steyn,4.0,0,33,2,8.25,7
12,Delhi Daredevils,KV Sharma,4.0,0,23,1,5.75,10
12,Delhi Daredevils,Y Venugopal Rao,1.0,0,9,0,9.0,1
17,Chennai Super Kings,A Mishra,3.3,0,27,0,7.71,5
17,Chennai Super Kings,B Kumar,4.0,0,23,2,5.75,10
17,Chennai Super Kings,DW Steyn,4.0,0,20,0,5.0,12
17,Chennai Super Kings,I Sharma,4.0,0,37,2,9.25,11
17,Chennai Super Kings,KV Sharma,4.0,0,35,1,8.75,6
20,Mumbai Indians,A Mishra,4.0,0,54,0,13.5,5
20,Mumbai Indians,B Kumar,4.0,0,17,2,4.25,16
20,Mumbai Indians,DJG Sammy,2.0,0,20,1,10.0,2
20,Mumbai Indians,DW Steyn,4.0,0,20,2,5.0,15
20,Mumbai Indians,IK Pathan,2.0,0,10,2,5.0,4
20,Mumbai Indians,KV Sharma,4.0,0,33,0,8.25,8
24,Royal Challengers Bangalore,B Kumar,4.0,0,16,2,4.0,18
24,Royal Challengers Bangalore,DJG Sammy,2.0,0,25,0,12.5,3
24,Royal Challengers Bangalore,DW Steyn,4.0,0,39,0,9.75,10
24,Royal Challengers Bangalore,I Sharma,3.0,0,35,0,11.67,6
24,Royal Challengers Bangalore,IK Pathan,2.5,0,25,0,8.82,7
24,Royal Challengers Bangalore,KV Sharma,4.0,0,17,3,4.25,14
30,Rajasthan Royals,A Mishra,4.0,0,13,0,3.25,13
30,Rajasthan Royals,B Kumar,4.0,0,14,4,3.5,17
30,Rajasthan Royals,DW Steyn,4.0,0,31,2,7.75,11
30,Rajasthan Royals,IK Pathan,1.5,0,8,1,4.36,4
30,Rajasthan Royals,KV Sharma,4.0,0,20,1,5.0,6
30,Rajasthan Royals,MC Henriques,2.0,0,11,1,5.5,5
32,Delhi Daredevils,A Mishra,3.0,0,23,2,7.67,6
32,Delhi Daredevils,B Kumar,4.0,0,23,1,5.75,10
32,Delhi Daredevils,DW Steyn,4.0,0,20,2,5.0,11
32,Delhi Daredevils,IK Pathan,3.0,0,18,0,6.0,2
32,Delhi Daredevils,KV Sharma,3.0,0,29,0,9.67,7
32,Delhi Daredevils,MC Henriques,3.0,0,26,2,8.67,7
36,Mumbai Indians,A Mishra,3.0,0,33,0,11.0,3
36,Mumbai Indians,B Kumar,4.0,0,21,2,5.25,12
36,Mumbai Indians,DW Steyn,4.0,0,29,0,7.25,10
36,Mumbai Indians,IK Pathan,2.0,0,29,0,14.5,4
36,Mumbai Indians,KV Sharma,2.4,0,25,0,9.38,5
36,Mumbai Indians,MC Henriques,3.0,0,23,1,7.67,7
39,Kings XI Punjab,A Mishra,4.0,0,32,1,8.0,6
39,Kings XI Punjab,B Kumar,3.4,0,38,1,10.36,8
39,Kings XI Punjab,DW Steyn,4.0,0,51,0,12.75,6
39,Kings XI Punjab,IK Pathan,1.0,0,5,0,5.0,2
39,Kings XI Punjab,KV Sharma,4.0,0,46,1,11.5,8
39,Kings XI Punjab,MC Henriques,2.0,0,36,0,18.0,1
43,Kolkata Knight Riders,A Mishra,4.0,0,38,0,9.5,8
43,Kolkata Knight Riders,B Kumar,3.4,0,37,0,10.09,8
43,Kolkata Knight Riders,DJG Sammy,1.0,0,7,0,7.0,2
43,Kolkata Knight Riders,DW Steyn,4.0,0,24,1,6.0,10
43,Kolkata Knight Riders,IK Pathan,3.0,0,20,0,6.67,4
43,Kolkata Knight Riders,KV Sharma,4.0,0,19,1,4.75,9
46,Royal Challengers Bangalore,B Kumar,4.0,0,27,2,6.75,9
46,Royal Challengers Bangalore,DJG Sammy,1.0,0,19,0,19.0,0
46,Royal Challengers Bangalore,DW Steyn,4.0,0,23,0,5.75,9
46,Royal Challengers Bangalore,IK Pathan,3.0,0,28,1,9.33,6
46,Royal Challengers Bangalore,KV Sharma,3.0,0,27,1,9.0,8
46,Royal Challengers Bangalore,Parvez Rasool,4.0,0,26,1,6.5,9
46,Royal Challengers Bangalore,Y Venugopal Rao,1.0,0,7,0,7.0,2
50,Chennai Super Kings,B Kumar,4.0,0,36,0,9.0,7
50,Chennai Super Kings,DJG Sammy,1.0,0,11,0,11.0,1
50,Chennai Super Kings,DW Steyn,4.0,0,43,0,10.75,11
50,Chennai Super Kings,IK Pathan,3.0,0,34,0,11.33,5
50,Chennai Super Kings,KV Sharma,4.0,0,19,2,4.75,12
50,Chennai Super Kings,Parvez Rasool,4.0,0,35,0,8.75,5
54,Kolkata Knight Riders,B Kumar,2.2,0,22,0,9.43,7
54,Kolkata Knight Riders,DW Steyn,4.0,0,43,0,10.75,11
54,Kolkata Knight Riders,JO Holder,3.0,0,35,1,11.67,6
54,Kolkata Knight Riders,KV Sharma,4.0,0,38,4,9.5,9
54,Kolkata Knight Riders,Parvez Rasool,1.0,0,22,0,22.0,0
