innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Delhi Daredevils,AB Agarkar,4.0,0,29,0,7.25,8,2,0
1,Delhi Daredevils,IK Pathan,4.0,0,30,1,7.5,10,0,0
1,Delhi Daredevils,M Morkel,4.0,0,42,1,10.5,8,1,0
1,Delhi Daredevils,S Nadeem,3.0,0,22,0,7.33,4,1,0
1,Delhi Daredevils,UT Yadav,4.0,0,33,1,8.25,8,1,0
1,Delhi Daredevils,V Sehwag,1.0,0,9,0,9.0,0,0,0
2,Chennai Super Kings,CH Morris,2.0,0,13,1,6.5,8,1,0
2,Chennai Super Kings,DJ Bravo,1.3,1,8,1,5.33,4,0,0
2,Chennai Super Kings,JA Morkel,3.0,0,13,1,4.33,11,1,0
2,Chennai Super Kings,MM Sharma,3.0,0,10,3,3.33,11,2,0
2,Chennai Super Kings,R Ashwin,4.0,0,18,2,4.5,11,0,0
2,Chennai Super Kings,RA Jadeja,4.0,0,21,1,5.25,8,0,0
