innings,team,wicket_number,player_out,score,over
1,Royal Challengers Bangalore,1,JR Philippe,71,8.5
1,Royal Challengers Bangalore,2,V Kohli,95,12.2
1,Royal Challengers Bangalore,3,AB de Villiers,131,16.2
1,Royal Challengers Bangalore,4,S Dube,134,17.3
1,Royal Challengers Bangalore,5,D Padikkal,134,17.5
1,Royal Challengers Bangalore,6,CH Morris,138,18.2
2,Mumbai Indians,1,Q de Kock,37,6.3
2,Mumbai Indians,2,Ishan Kishan,52,8.5
2,Mumbai Indians,3,SS Tiwary,72,11.4
2,Mumbai Indians,4,KH Pandya,107,14.5
2,Mumbai Indians,5,HH Pandya,158,19.5
