match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
4,2010-03-14,Kolkata Knight Riders,Eden Gardens,0,7,0,0,0.0,b AD Mathews,3
7,2010-03-16,Kings XI Punjab,M Chinnaswamy Stadium,38,26,2,3,146.15,c IK Pathan b PP Chawla,1
10,2010-03-18,Rajasthan Royals,M Chinnaswamy Stadium,42,30,7,1,140.0,not out,1
14,2010-03-20,Mumbai Indians,Brabourne Stadium,40,27,3,2,148.15,c KA Pollard b Harbhajan Singh,1
18,2010-03-23,Chennai Super Kings,M Chinnaswamy Stadium,20,28,2,0,71.43,c SK Raina b M Muralitharan,1
20,2010-03-25,Delhi Daredevils,M Chinnaswamy Stadium,39,29,4,1,134.48,b AB McDonald,1
28,2010-03-31,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",5,7,1,0,71.43,c MS Dhoni b T Thushara,1
31,2010-04-02,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",29,25,3,0,116.0,run out (Bipul Sharma),1
40,2010-04-08,Deccan Chargers,M Chinnaswamy Stadium,1,6,0,0,16.67,b RJ Harris,1
46,2010-04-12,Deccan Chargers,"Vidarbha Cricket Association Stadium, Jamtha",0,1,0,0,0.0,c AC Gilchrist b RJ Harris,1
49,2010-04-14,Rajasthan Royals,Sawai Mansingh Stadium,14,13,3,0,107.69,c YK Pathan b SK Trivedi,1
52,2010-04-17,Mumbai Indians,M Chinnaswamy Stadium,16,18,2,0,88.89,c Z Khan b CRD Fernando,1
57,2010-04-21,Mumbai Indians,Dr DY Patil Sports Academy,5,9,0,0,55.56,c JP Duminy b KA Pollard,7
