match_number,date,opponent,catches,stumpings,run_outs
4,2010-03-14,Kolkata Knight Riders,1,0,0
10,2010-03-18,Rajasthan Royals,1,0,0
14,2010-03-20,Mumbai Indians,1,0,0
28,2010-03-31,Chennai Super Kings,1,0,0
31,2010-04-02,Kings XI Punjab,0,0,1
46,2010-04-12,Deccan Chargers,1,0,0
49,2010-04-14,Rajasthan Royals,1,0,0
