match_number,opponent,bowler,overs,maidens,runs,wickets,economy,dots
6,Pune Warriors,Azhar Mahmood,4.0,0,19,2,4.75,10
6,Pune Warriors,P Awana,4.0,0,16,1,4.0,14
6,Pune Warriors,P Kumar,4.0,0,31,2,7.75,9
6,Pune Warriors,PP Chawla,4.0,0,19,1,4.75,11
6,Pune Warriors,RJ Harris,4.0,0,12,1,3.0,17
11,Chennai Super Kings,Azhar Mahmood,4.0,0,34,0,8.5,6
11,Chennai Super Kings,P Awana,2.0,0,20,0,10.0,3
11,Chennai Super Kings,P Kumar,2.2,0,18,0,7.71,8
11,Chennai Super Kings,PP Chawla,4.0,0,21,0,5.25,7
11,Chennai Super Kings,R Sathish,1.0,0,15,0,15.0,0
11,Chennai Super Kings,RJ Harris,4.0,0,30,0,7.5,10
18,Rajasthan Royals,Azhar Mahmood,4.0,0,23,0,5.75,9
18,Rajasthan Royals,P Awana,4.0,0,35,1,8.75,9
18,Rajasthan Royals,P Kumar,4.0,1,10,2,2.5,17
18,Rajasthan Royals,PP Chawla,3.2,0,22,1,6.6,5
18,Rajasthan Royals,RJ Harris,4.0,0,30,0,7.5,13
20,Kolkata Knight Riders,Azhar Mahmood,4.0,0,21,3,5.25,11
20,Kolkata Knight Riders,DJ Hussey,1.0,0,14,0,14.0,1
20,Kolkata Knight Riders,MS Gony,4.0,0,18,1,4.5,15
20,Kolkata Knight Riders,P Awana,4.0,0,39,2,9.75,7
20,Kolkata Knight Riders,P Kumar,4.0,0,26,2,6.5,11
20,Kolkata Knight Riders,PP Chawla,3.0,0,28,0,9.33,1
25,Sunrisers Hyderabad,AD Mascarenhas,4.0,0,25,0,6.25,7
25,Sunrisers Hyderabad,Azhar Mahmood,3.5,0,36,1,9.39,7
25,Sunrisers Hyderabad,MS Gony,4.0,0,24,2,6.0,10
25,Sunrisers Hyderabad,P Kumar,3.0,1,12,1,4.0,11
25,Sunrisers Hyderabad,PP Chawla,4.0,0,25,1,6.25,9
29,Pune Warriors,Azhar Mahmood,4.0,0,42,2,10.5,6
29,Pune Warriors,MS Gony,4.0,0,32,1,8.0,9
29,Pune Warriors,P Awana,4.0,0,38,1,9.5,12
29,Pune Warriors,P Kumar,4.0,0,36,0,9.0,9
29,Pune Warriors,PP Chawla,4.0,0,33,0,8.25,5
32,Delhi Daredevils,BA Bhatt,2.0,0,11,1,5.5,4
32,Delhi Daredevils,DJ Hussey,4.0,0,14,0,3.5,9
32,Delhi Daredevils,Harmeet Singh,4.0,0,24,3,6.0,11
32,Delhi Daredevils,P Awana,4.0,1,21,1,5.25,11
32,Delhi Daredevils,P Kumar,4.0,0,29,2,7.25,8
32,Delhi Daredevils,PP Chawla,2.0,0,17,0,8.5,6
35,Kolkata Knight Riders,Azhar Mahmood,4.0,0,35,3,8.75,13
35,Kolkata Knight Riders,BA Bhatt,3.0,0,21,0,7.0,8
35,Kolkata Knight Riders,Harmeet Singh,3.2,0,24,1,7.2,8
35,Kolkata Knight Riders,P Kumar,4.0,0,28,0,7.0,13
35,Kolkata Knight Riders,PP Chawla,4.0,0,33,0,8.25,6
41,Mumbai Indians,Azhar Mahmood,4.0,0,32,0,8.0,9
41,Mumbai Indians,DJ Hussey,2.0,0,32,0,16.0,3
41,Mumbai Indians,MS Gony,4.0,0,43,1,10.75,8
41,Mumbai Indians,P Awana,4.0,0,16,0,4.0,9
41,Mumbai Indians,P Kumar,4.0,0,24,1,6.0,11
41,Mumbai Indians,PP Chawla,2.0,0,24,1,12.0,4
45,Chennai Super Kings,DJ Hussey,4.0,0,31,0,7.75,6
45,Chennai Super Kings,MS Gony,2.0,0,29,0,14.5,0
45,Chennai Super Kings,P Awana,4.0,0,29,2,7.25,10
45,Chennai Super Kings,P Kumar,4.0,0,38,0,9.5,9
45,Chennai Super Kings,PP Chawla,4.0,0,32,1,8.0,6
45,Chennai Super Kings,R Sathish,2.0,0,26,0,13.0,1
51,Royal Challengers Bangalore,MG Neser,4.0,0,62,0,15.5,5
51,Royal Challengers Bangalore,MS Gony,4.0,0,41,2,10.25,9
51,Royal Challengers Bangalore,P Awana,4.0,0,28,1,7.0,8
51,Royal Challengers Bangalore,P Kumar,4.0,0,28,0,7.0,10
51,Royal Challengers Bangalore,PP Chawla,4.0,0,26,0,6.5,9
55,Rajasthan Royals,Bipul Sharma,4.0,0,21,1,5.25,11
55,Rajasthan Royals,MS Gony,2.0,0,22,0,11.0,4
55,Rajasthan Royals,P Awana,4.0,0,39,0,9.75,7
55,Rajasthan Royals,P Kumar,4.0,0,27,0,6.75,9
55,Rajasthan Royals,PP Chawla,4.0,0,27,1,6.75,8
55,Rajasthan Royals,R Sathish,1.0,0,10,0,10.0,0
59,Sunrisers Hyderabad,Harmeet Singh,4.0,0,39,1,9.75,8
59,Sunrisers Hyderabad,P Awana,4.0,0,35,1,8.75,11
59,Sunrisers Hyderabad,P Kumar,4.0,0,32,0,8.0,7
59,Sunrisers Hyderabad,PP Chawla,4.0,0,20,1,5.0,10
59,Sunrisers Hyderabad,Sandeep Sharma,4.0,0,21,3,5.25,12
63,Royal Challengers Bangalore,Azhar Mahmood,4.0,0,24,2,6.0,11
63,Royal Challengers Bangalore,MS Gony,4.0,0,47,0,11.75,7
63,Royal Challengers Bangalore,P Awana,4.0,0,39,3,9.75,12
63,Royal Challengers Bangalore,PP Chawla,4.0,0,27,0,6.75,9
63,Royal Challengers Bangalore,Sandeep Sharma,4.0,0,36,0,9.0,10
67,Delhi Daredevils,Azhar Mahmood,4.0,0,40,0,10.0,6
67,Delhi Daredevils,P Awana,4.0,0,28,1,7.0,12
67,Delhi Daredevils,P Kumar,4.0,0,19,1,4.75,13
67,Delhi Daredevils,PP Chawla,4.0,0,44,2,11.0,6
67,Delhi Daredevils,Sandeep Sharma,4.0,1,23,3,5.75,14
69,Mumbai Indians,AC Gilchrist,0.1,1,0,1,0.0,1
69,Mumbai Indians,Azhar Mahmood,4.0,0,24,2,6.0,11
69,Mumbai Indians,P Awana,4.0,0,29,1,7.25,8
69,Mumbai Indians,P Kumar,3.0,0,15,1,5.0,10
69,Mumbai Indians,PP Chawla,4.0,0,20,2,5.0,15
69,Mumbai Indians,Sandeep Sharma,4.0,0,39,2,9.75,5
