match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
4,2022-03-28,Lucknow Super Giants,"Wankhede Stadium, Mumbai",4.0,0,24,0,6.0,11,1,0
10,2022-04-02,Delhi Capitals,"Maharashtra Cricket Association Stadium, Pune",4.0,0,28,4,7.0,11,1,0
16,2022-04-08,Punjab Kings,"Brabourne Stadium, Mumbai",4.0,0,33,1,8.25,10,1,0
21,2022-04-11,Sunrisers Hyderabad,"Dr DY Patil Sports Academy, Mumbai",4.0,0,46,0,11.5,7,2,0
24,2022-04-14,Rajasthan Royals,"Dr DY Patil Sports Academy, Mumbai",4.0,0,23,3,5.75,12,0,0
29,2022-04-17,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",4.0,0,46,0,11.5,5,0,0
35,2022-04-23,Kolkata Knight Riders,"Dr DY Patil Sports Academy, Mumbai",4.0,0,33,1,8.25,13,1,0
40,2022-04-27,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",4.0,0,52,0,13.0,6,2,0
43,2022-04-30,Royal Challengers Bangalore,"Brabourne Stadium, Mumbai",4.0,0,36,1,9.0,9,0,0
48,2022-05-03,Punjab Kings,"Dr DY Patil Sports Academy, Mumbai",3.0,0,29,1,9.67,8,3,0
51,2022-05-06,Mumbai Indians,"Brabourne Stadium, Mumbai",4.0,0,34,1,8.5,11,0,1
67,2022-05-19,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",1.4,0,21,0,12.6,2,0,0
74,2022-05-29,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",3.0,0,22,0,7.33,5,0,0
