match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
3,2008-04-19,Delhi Daredevils,Feroz Shah Kotla,9,19,0,0,47.37,c B Geeves b R Bhatia,4
6,2008-04-21,Kings XI Punjab,Sawai Mansingh Stadium,5,8,1,0,62.5,c KC Sangakkara b S Sreesanth,1
9,2008-04-24,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",34,16,2,3,212.5,c A Symonds b Shahid Afridi,5
12,2008-04-26,Royal Challengers Bangalore,M Chinnaswamy Stadium,4,6,1,0,66.67,not out,5
18,2008-05-01,Kolkata Knight Riders,Sawai Mansingh Stadium,21,18,3,1,116.67,c & b AB Agarkar,3
27,2008-05-07,Mumbai Indians,Dr DY Patil Sports Academy,4,7,0,0,57.14,c A Nehra b RR Raje,5
30,2008-05-09,Deccan Chargers,Sawai Mansingh Stadium,17,14,2,0,121.43,not out,3
33,2008-05-11,Delhi Daredevils,Sawai Mansingh Stadium,1,5,0,0,20.0,"run out (V Sehwag, KD Karthik)",3
44,2008-05-20,Kolkata Knight Riders,Eden Gardens,34,31,4,0,109.68,not out,4
49,2008-05-24,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",10,7,1,0,142.86,c A Mukund b JA Morkel,5
53,2008-05-26,Mumbai Indians,Sawai Mansingh Stadium,12,15,0,0,80.0,"run out (RR Raje, ST Jayasuriya)",5
56,2008-05-28,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",1,5,0,0,20.0,b S Sreesanth,1
57,2008-05-30,Delhi Daredevils,Wankhede Stadium,12,11,0,1,109.09,b A Mishra,5
59,2008-06-01,Chennai Super Kings,Dr DY Patil Sports Academy,12,9,0,1,133.33,c MS Dhoni b M Muralitharan,6
