match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
17,2013-04-14,Kolkata Knight Riders,Eden Gardens,2.0,0,13,1,6.5,5,0,0
22,2013-04-17,Pune Warriors,Maharashtra Cricket Association Stadium,3.0,0,13,1,4.33,8,0,0
25,2013-04-19,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",3.0,0,19,2,6.33,9,0,0
34,2013-04-25,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",4.0,1,8,0,2.0,16,0,0
36,2013-04-27,Rajasthan Royals,Sawai Mansingh Stadium,1.5,0,24,0,13.09,1,0,0
43,2013-05-01,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",4.0,0,25,0,6.25,8,0,0
48,2013-05-04,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",2.0,0,9,1,4.5,5,0,0
54,2013-05-08,Chennai Super Kings,"Rajiv Gandhi International Stadium, Uppal",2.0,0,19,0,9.5,4,1,0
59,2013-05-11,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",1.0,0,6,0,6.0,3,0,0
62,2013-05-13,Mumbai Indians,Wankhede Stadium,3.0,0,22,2,7.33,8,1,0
68,2013-05-17,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal",4.0,0,33,2,8.25,7,0,0
72,2013-05-19,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Uppal",3.0,0,15,1,5.0,10,0,0
74,2013-05-22,Rajasthan Royals,Feroz Shah Kotla,2.0,0,24,1,12.0,4,0,0
