innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
2,8,3,Delhi Capitals,Q de Kock,Kuldeep Yadav,RJ Tucker,,struck down,False
2,11,4,Delhi Capitals,E Lewis,Lalit Yadav,Tapan Sharma,,struck down,False
