innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Mumbai Indians,RE Levi,1,4,0,0,25.0,b S Nadeem,1
1,Mumbai Indians,DJ Jacobs,0,10,0,0,0.0,b S Nadeem,2
1,Mumbai Indians,RG Sharma,29,27,5,0,107.41,c LRPL Taylor b AB Agarkar,3
1,Mumbai Indians,AT Rayudu,4,11,0,0,36.36,"run out (V Sehwag, NV Ojha)",4
1,Mumbai Indians,KA Pollard,1,3,0,0,33.33,c LRPL Taylor b UT Yadav,5
1,Mumbai Indians,KD Karthik,3,4,0,0,75.0,c KP Pietersen b UT Yadav,6
1,Mumbai Indians,Harbhajan Singh,33,22,5,1,150.0,c NV Ojha b M Morkel,7
1,Mumbai Indians,CJ McKay,8,15,0,0,53.33,c UT Yadav b IK Pathan,8
1,Mumbai Indians,RP Singh,0,4,0,0,0.0,b M Morkel,9
1,Mumbai Indians,PP Ojha,3,12,0,0,25.0,b AB Agarkar,10
1,Mumbai Indians,MM Patel,1,5,0,0,20.0,not out,11
2,Delhi Daredevils,NV Ojha,13,15,2,0,86.67,c Harbhajan Singh b RP Singh,1
2,Delhi Daredevils,V Sehwag,32,36,2,1,88.89,c RE Levi b PP Ojha,2
2,Delhi Daredevils,KP Pietersen,9,8,1,0,112.5,c DJ Jacobs b RP Singh,3
2,Delhi Daredevils,DPMD Jayawardene,17,20,1,0,85.0,not out,4
2,Delhi Daredevils,LRPL Taylor,11,10,1,0,110.0,not out,5
