innings,team,wicket_number,player_out,score,over
1,Mumbai Indians,1,DJ Jacobs,2,2.5
1,Mumbai Indians,2,RE Levi,5,4.1
1,Mumbai Indians,3,AT Rayudu,30,8.1
1,Mumbai Indians,4,KA Pollard,38,9.3
1,Mumbai Indians,5,RG Sharma,41,10.3
1,Mumbai Indians,6,KD Karthik,44,11.2
1,Mumbai Indians,7,CJ McKay,78,15.5
1,Mumbai Indians,8,RP Singh,80,16.5
1,Mumbai Indians,9,Harbhajan Singh,89,18.5
1,Mumbai Indians,10,PP Ojha,92,20.2
2,Delhi Daredevils,1,NV Ojha,34,6.1
2,Delhi Daredevils,2,KP Pietersen,52,8.6
2,Delhi Daredevils,3,V Sehwag,74,13.1
