match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
4,2013-04-06,Delhi Daredevils,Feroz Shah Kotla,4.0,0,30,3,7.5,6,2,0
8,2013-04-08,Kolkata Knight Riders,Sawai Mansingh Stadium,4.0,0,15,3,3.75,11,1,0
13,2013-04-11,Pune Warriors,Subrata Roy Sahara Stadium,4.0,0,26,0,6.5,8,0,0
18,2013-04-14,Kings XI Punjab,Sawai Mansingh Stadium,3.0,0,33,2,11.0,7,1,0
23,2013-04-17,Mumbai Indians,Sawai Mansingh Stadium,3.0,0,25,1,8.33,3,1,0
30,2013-04-22,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",4.0,0,49,0,12.25,3,0,0
36,2013-04-27,Sunrisers Hyderabad,Sawai Mansingh Stadium,4.0,0,42,1,10.5,8,4,0
50,2013-05-05,Pune Warriors,Sawai Mansingh Stadium,4.0,0,39,1,9.75,9,2,0
55,2013-05-09,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",4.0,0,23,3,5.75,6,2,0
61,2013-05-12,Chennai Super Kings,Sawai Mansingh Stadium,4.0,0,32,2,8.0,8,0,0
66,2013-05-15,Mumbai Indians,Wankhede Stadium,4.0,0,27,1,6.75,10,1,0
68,2013-05-17,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",4.0,0,39,0,9.75,3,0,0
74,2013-05-22,Sunrisers Hyderabad,Feroz Shah Kotla,4.0,0,36,0,9.0,7,2,0
75,2013-05-24,Mumbai Indians,Eden Gardens,4.0,0,33,2,8.25,9,1,0
