innings,team,wicket_number,player_out,score,over
1,Delhi Capitals,1,S Dhawan,35,5.6
1,Delhi Capitals,2,SS Iyer,40,7.2
1,Delhi Capitals,3,SPD Smith,77,13.2
1,Delhi Capitals,4,SO Hetmyer,88,14.5
1,Delhi Capitals,5,Lalit Yadav,89,15.3
1,Delhi Capitals,6,AR Patel,92,16.3
1,Delhi Capitals,7,R Ashwin,120,20.1
1,Delhi Capitals,8,RR Pant,122,20.2
1,Delhi Capitals,9,Avesh Khan,127,20.6
2,Kolkata Knight Riders,1,VR Iyer,28,5.3
2,Kolkata Knight Riders,2,RA Tripathi,43,6.5
2,Kolkata Knight Riders,3,Shubman Gill,67,11.6
2,Kolkata Knight Riders,4,EJG Morgan,67,12.2
2,Kolkata Knight Riders,5,KD Karthik,96,15.4
2,Kolkata Knight Riders,6,SP Narine,122,17.5
2,Kolkata Knight Riders,7,TG Southee,126,18.6
