innings,team,wicket_number,player_out,score,over
1,Delhi Daredevils,1,DPMD Jayawardene,13,4.4
1,Delhi Daredevils,2,V Sehwag,32,8.1
1,Delhi Daredevils,3,UBT Chand,50,11.5
1,Delhi Daredevils,4,DA Warner,52,12.2
1,Delhi Daredevils,5,KM Jadhav,57,13.2
1,Delhi Daredevils,6,BMAJ Mendis,70,15.5
1,Delhi Daredevils,7,J Botha,73,17.4
1,Delhi Daredevils,8,S Nadeem,77,18.5
1,Delhi Daredevils,9,IK Pathan,78,19.1
1,Delhi Daredevils,10,A Nehra,80,20.1
2,Sunrisers Hyderabad,1,S Dhawan,33,5.4
2,Sunrisers Hyderabad,2,A Ashish Reddy,41,6.6
2,Sunrisers Hyderabad,3,PA Patel,43,7.5
2,Sunrisers Hyderabad,4,KC Sangakkara,60,12.2
