match_number,date,opponent,catches,stumpings,run_outs
4,2011-04-10,Delhi Daredevils,0,0,1
21,2011-04-20,Pune Warriors,1,0,0
34,2011-04-29,Rajasthan Royals,1,0,0
40,2011-05-02,Kings XI Punjab,1,0,0
72,2011-05-25,Kolkata Knight Riders,1,0,0
