innings,team,wicket_number,player_out,score,over
1,Mumbai Indians,1,Q de Kock,45,5.5
1,Mumbai Indians,2,RG Sharma,45,6.2
1,Mumbai Indians,3,SA Yadav,82,12.2
1,Mumbai Indians,4,KH Pandya,89,13.3
1,Mumbai Indians,5,Ishan Kishan,101,15.4
1,Mumbai Indians,6,HH Pandya,140,19.2
1,Mumbai Indians,7,RD Chahar,140,19.4
1,Mumbai Indians,8,MJ McClenaghan,141,20.4
2,Chennai Super Kings,1,F du Plessis,33,4.6
2,Chennai Super Kings,2,SK Raina,70,10.2
2,Chennai Super Kings,3,AT Rayudu,73,11.3
2,Chennai Super Kings,4,MS Dhoni,82,13.4
2,Chennai Super Kings,5,DJ Bravo,133,19.2
2,Chennai Super Kings,6,SR Watson,146,20.4
2,Chennai Super Kings,7,SN Thakur,148,20.6
