innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Chennai Super Kings,1,MEK Hussey,4,7,M Vijay,2,6,7,13
1,Chennai Super Kings,2,SK Raina,4,5,M Vijay,4,3,9,8
1,Chennai Super Kings,3,S Badrinath,0,3,SK Raina,0,1,1,4
1,Chennai Super Kings,4,S Badrinath,0,7,WP Saha,5,2,5,9
1,Chennai Super Kings,5,WP Saha,17,28,MS Dhoni,19,19,42,47
1,Chennai Super Kings,6,DJ Bravo,5,5,MS Dhoni,10,5,15,10
1,Chennai Super Kings,7,JA Morkel,5,9,MS Dhoni,15,6,21,15
1,Chennai Super Kings,8,MS Dhoni,8,3,R Ashwin,2,4,10,7
1,Chennai Super Kings,9,MS Dhoni,18,7,SB Jakati,0,0,18,7
2,Royal Challengers Bangalore,1,AB de Villiers,0,3,CH Gayle,0,0,0,3
2,Royal Challengers Bangalore,2,V Kohli,31,29,CH Gayle,44,27,80,56
2,Royal Challengers Bangalore,3,SS Tiwary,13,26,CH Gayle,31,23,49,49
