innings,team,wicket_number,player_out,score,over
1,Sunrisers Hyderabad,1,AJ Finch,20,3.5
1,Sunrisers Hyderabad,2,KL Rahul,29,4.6
1,Sunrisers Hyderabad,3,S Dhawan,91,13.6
1,Sunrisers Hyderabad,4,DJG Sammy,115,16.6
1,Sunrisers Hyderabad,5,NV Ojha,149,19.6
1,Sunrisers Hyderabad,6,DA Warner,150,20.4
2,Royal Challengers Bangalore,1,PA Patel,5,2.1
2,Royal Challengers Bangalore,2,V Kohli,6,2.6
2,Royal Challengers Bangalore,3,CH Gayle,38,7.4
2,Royal Challengers Bangalore,4,RR Rossouw,59,11.1
2,Royal Challengers Bangalore,5,Yuvraj Singh,95,15.3
2,Royal Challengers Bangalore,6,MA Starc,152,20.1
