innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Royal Challengers Bangalore,1,MK Pandey,5,7,JH Kallis,7,8,12,15
1,Royal Challengers Bangalore,2,JH Kallis,17,11,RV Uthappa,21,13,42,24
1,Royal Challengers Bangalore,3,JH Kallis,28,28,V Kohli,34,24,63,52
1,Royal Challengers Bangalore,4,JH Kallis,0,2,KP Pietersen,0,0,0,2
1,Royal Challengers Bangalore,5,KP Pietersen,23,14,CL White,21,13,44,27
2,Chennai Super Kings,1,M Vijay,47,27,ML Hayden,12,14,61,41
2,Chennai Super Kings,2,SK Raina,12,12,M Vijay,31,12,43,24
2,Chennai Super Kings,3,SK Raina,17,15,MS Dhoni,14,19,34,34
2,Chennai Super Kings,4,SK Raina,2,3,JA Morkel,1,3,5,6
2,Chennai Super Kings,5,S Badrinath,7,6,SK Raina,1,2,9,8
2,Chennai Super Kings,6,SK Raina,8,2,C Ganapathy,0,0,10,0
