match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
5,2010-03-14,Deccan Chargers,"MA Chidambaram Stadium, Chepauk",4.0,0,41,0,10.25,7,1,0
8,2010-03-16,Kolkata Knight Riders,Eden Gardens,2.0,1,6,1,3.0,9,1,0
11,2010-03-19,Delhi Daredevils,Feroz Shah Kotla,3.0,0,26,0,8.67,6,1,0
16,2010-03-21,Kings XI Punjab,"MA Chidambaram Stadium, Chepauk",4.0,0,23,2,5.75,13,0,0
18,2010-03-23,Royal Challengers Bangalore,M Chinnaswamy Stadium,4.0,0,28,1,7.0,11,0,0
21,2010-03-25,Mumbai Indians,"Brabourne Stadium, Mumbai",4.0,0,26,0,6.5,8,2,0
24,2010-03-28,Rajasthan Royals,"Sardar Patel Stadium, Motera",4.0,0,46,2,11.5,7,0,0
28,2010-03-31,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk",4.0,0,40,0,10.0,2,0,0
32,2010-04-03,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",4.0,0,56,2,14.0,4,0,0
48,2010-04-13,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",2.0,0,14,0,7.0,3,1,0
50,2010-04-15,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2.4,0,16,0,6.0,5,1,0
54,2010-04-18,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,4.0,0,48,1,12.0,5,1,0
58,2010-04-22,Deccan Chargers,Dr DY Patil Sports Academy,3.0,0,15,1,5.0,9,0,0
60,2010-04-25,Mumbai Indians,Dr DY Patil Sports Academy,3.0,0,20,1,6.67,8,1,0
