match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,2018-04-07,Chennai Super Kings,Wankhede Stadium,4.0,0,44,1,11.0,5,1,0
14,2018-04-17,Royal Challengers Bangalore,Wankhede Stadium,3.0,0,24,2,8.0,4,0,0
21,2018-04-22,Rajasthan Royals,Sawai Mansingh Stadium,3.0,0,32,1,10.67,5,1,0
23,2018-04-24,Sunrisers Hyderabad,Wankhede Stadium,3.0,0,22,2,7.33,10,1,0
27,2018-04-28,Chennai Super Kings,Maharashtra Cricket Association Stadium,4.0,0,26,2,6.5,10,0,0
31,2018-05-01,Royal Challengers Bangalore,M.Chinnaswamy Stadium,4.0,0,34,1,8.5,12,1,1
34,2018-05-04,Kings XI Punjab,Holkar Cricket Stadium,4.0,0,31,1,7.75,12,1,0
37,2018-05-06,Kolkata Knight Riders,Wankhede Stadium,4.0,0,30,1,7.5,10,0,0
41,2018-05-09,Kolkata Knight Riders,Eden Gardens,3.0,0,24,1,8.0,11,0,0
47,2018-05-13,Rajasthan Royals,Wankhede Stadium,4.0,0,28,0,7.0,11,3,0
50,2018-05-16,Kings XI Punjab,Wankhede Stadium,4.0,0,37,2,9.25,8,1,0
