match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
4,2015-04-11,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",22,15,0,2,146.67,b DJ Bravo,5
11,2015-04-16,Rajasthan Royals,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,23,19,1,1,121.05,not out,6
13,2015-04-18,Delhi Daredevils,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,41,30,1,3,136.67,c MK Tiwary b JP Duminy,3
19,2015-04-22,Kolkata Knight Riders,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,4,0,0,50.0,c J Botha b M Morkel,3
23,2015-04-25,Mumbai Indians,Wankhede Stadium,23,27,1,0,85.19,c HH Pandya b MJ McClenaghan,5
27,2015-04-27,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",0,2,0,0,0.0,c WP Saha b MG Johnson,6
41,2015-05-07,Rajasthan Royals,Brabourne Stadium,17,12,2,0,141.67,not out,5
45,2015-05-09,Delhi Daredevils,Shaheed Veer Narayan Singh International Stadium,17,11,1,0,154.55,not out,6
