match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
5,2024-03-24,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",45,39,3,1,115.38,c Tilak Varma b JJ Bumrah,3
7,2024-03-26,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",37,31,3,0,119.35,c Sameer Rizvi b M Pathirana,3
12,2024-03-31,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",45,36,4,1,125.0,c Abhishek Sharma b PJ Cummins,3
17,2024-04-04,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",33,19,6,0,173.68,c JM Sharma b HV Patel,4
21,2024-04-07,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",31,23,4,0,134.78,c Ravi Bishnoi b KH Pandya,1
24,2024-04-10,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",35,29,3,1,120.69,lbw b KR Sen,1
32,2024-04-17,Delhi Capitals,"Narendra Modi Stadium, Ahmedabad",12,9,2,0,133.33,run out (Sumit Kumar),3
37,2024-04-21,Punjab Kings,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",31,34,3,0,91.18,b SM Curran,3
40,2024-04-24,Delhi Capitals,"Arun Jaitley Stadium, Delhi",65,39,7,2,166.67,c AR Patel b Rasikh Salam,3
45,2024-04-28,Royal Challengers Bengaluru,"Narendra Modi Stadium, Ahmedabad",84,49,8,4,171.43,not out,3
52,2024-05-04,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",6,14,0,0,42.86,c V Kohli b C Green,3
59,2024-05-10,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",103,51,5,8,201.96,c S Dube b TU Deshpande,1
