match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,2023-03-31,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",15,14,1,1,107.14,not out,6
18,2023-04-13,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",5,2,1,0,250.0,not out,6
23,2023-04-16,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",1,1,0,0,100.0,not out,7
30,2023-04-22,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2,2,0,0,100.0,not out,7
35,2023-04-25,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",20,5,0,3,400.0,not out,7
44,2023-05-02,Delhi Capitals,"Narendra Modi Stadium, Ahmedabad",20,7,0,3,285.71,c RR Rossouw b I Sharma,7
57,2023-05-12,Mumbai Indians,"Wankhede Stadium, Mumbai",14,13,1,0,107.69,c C Green b PP Chawla,7
62,2023-05-15,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",3,3,0,0,100.0,c M Jansen b Fazalhaq Farooqi,6
70,2023-05-21,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",4,5,0,0,80.0,not out,6
71,2023-05-23,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",3,5,0,0,60.0,b M Theekshana,7
