match_number,opponent,bowler,overs,maidens,runs,wickets,economy,dots
2,Kolkata Knight Riders,B Kumar,4.0,0,37,0,9.25,10
2,Kolkata Knight Riders,Rashid Khan,4.0,0,26,1,6.5,9
2,Kolkata Knight Riders,S Kaul,4.0,0,35,1,8.75,6
2,Kolkata Knight Riders,Sandeep Sharma,4.0,0,42,1,10.5,7
2,Kolkata Knight Riders,Shakib Al Hasan,3.4,0,42,1,11.45,10
8,Rajasthan Royals,B Kumar,4.0,0,55,0,13.75,7
8,Rajasthan Royals,Rashid Khan,4.0,0,24,1,6.0,10
8,Rajasthan Royals,S Kaul,4.0,0,32,0,8.0,7
8,Rajasthan Royals,S Nadeem,3.0,0,36,1,12.0,2
8,Rajasthan Royals,Sandeep Sharma,4.0,0,38,0,9.5,4
8,Rajasthan Royals,V Shankar,1.0,0,13,0,13.0,1
11,Royal Challengers Bangalore,B Kumar,3.0,0,25,0,8.33,7
11,Royal Challengers Bangalore,Mohammad Nabi,4.0,0,11,4,2.75,15
11,Royal Challengers Bangalore,Rashid Khan,4.0,0,25,0,6.25,10
11,Royal Challengers Bangalore,S Kaul,3.0,0,16,0,5.33,11
11,Royal Challengers Bangalore,Sandeep Sharma,3.5,0,19,3,4.96,13
11,Royal Challengers Bangalore,V Shankar,2.0,0,13,0,6.5,6
16,Delhi Capitals,B Kumar,4.0,0,27,2,6.75,11
16,Delhi Capitals,Mohammad Nabi,4.0,0,21,2,5.25,5
16,Delhi Capitals,Rashid Khan,4.0,0,18,1,4.5,12
16,Delhi Capitals,S Kaul,4.0,0,35,2,8.75,9
16,Delhi Capitals,Sandeep Sharma,4.0,0,25,1,6.25,10
19,Mumbai Indians,B Kumar,4.0,0,34,1,8.5,13
19,Mumbai Indians,Mohammad Nabi,4.0,0,13,1,3.25,12
19,Mumbai Indians,Rashid Khan,4.0,0,27,1,6.75,13
19,Mumbai Indians,S Kaul,4.0,0,34,2,8.5,10
19,Mumbai Indians,Sandeep Sharma,3.0,0,20,1,6.67,8
19,Mumbai Indians,YK Pathan,1.0,0,8,0,8.0,1
22,Kings XI Punjab,B Kumar,4.0,0,25,0,6.25,11
22,Kings XI Punjab,Mohammad Nabi,3.5,0,42,0,10.96,5
22,Kings XI Punjab,Rashid Khan,4.0,0,20,1,5.0,9
22,Kings XI Punjab,S Kaul,4.0,0,42,1,10.5,5
22,Kings XI Punjab,Sandeep Sharma,4.0,0,21,2,5.25,9
30,Delhi Capitals,Abhishek Sharma,1.0,0,10,1,10.0,1
30,Delhi Capitals,B Kumar,4.0,0,33,2,8.25,9
30,Delhi Capitals,DJ Hooda,1.0,0,8,0,8.0,1
30,Delhi Capitals,KK Ahmed,4.0,0,30,3,7.5,12
30,Delhi Capitals,Rashid Khan,4.0,0,22,1,5.5,10
30,Delhi Capitals,Sandeep Sharma,4.0,0,30,0,7.5,6
30,Delhi Capitals,V Shankar,2.0,0,17,0,8.5,2
33,Chennai Super Kings,B Kumar,4.0,0,21,0,5.25,11
33,Chennai Super Kings,KK Ahmed,4.0,0,22,1,5.5,12
33,Chennai Super Kings,Rashid Khan,4.0,0,17,2,4.25,13
33,Chennai Super Kings,S Nadeem,2.0,0,24,1,12.0,1
33,Chennai Super Kings,Sandeep Sharma,4.0,0,33,0,8.25,6
33,Chennai Super Kings,V Shankar,2.0,0,11,1,5.5,5
38,Kolkata Knight Riders,B Kumar,4.0,0,35,2,8.75,12
38,Kolkata Knight Riders,KK Ahmed,4.0,0,33,3,8.25,8
38,Kolkata Knight Riders,Rashid Khan,4.0,0,23,1,5.75,12
38,Kolkata Knight Riders,S Nadeem,4.0,0,30,0,7.5,6
38,Kolkata Knight Riders,Sandeep Sharma,4.0,0,37,1,9.25,6
41,Chennai Super Kings,B Kumar,4.0,1,18,1,4.5,14
41,Chennai Super Kings,KK Ahmed,4.0,0,26,0,6.5,11
