match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,2025-03-22,Royal Challengers Bengaluru,"Eden Gardens, Kolkata",30,22,2,1,136.36,c JM Sharma b Yash Dayal,5
6,2025-03-26,Rajasthan Royals,"Barsapara Cricket Stadium, Guwahati",22,17,2,0,129.41,not out,4
12,2025-03-31,Mumbai Indians,"Wankhede Stadium, Mumbai",26,16,3,1,162.5,c Naman Dhir b HH Pandya,4
15,2025-04-03,Sunrisers Hyderabad,"Eden Gardens, Kolkata",50,32,5,2,156.25,c HV Patel b PHKD Mendis,4
21,2025-04-08,Lucknow Super Giants,"Eden Gardens, Kolkata",5,4,1,0,125.0,c RR Pant b Avesh Khan,6
31,2025-04-15,Punjab Kings,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",37,28,5,1,132.14,c XC Bartlett b YS Chahal,4
39,2025-04-21,Gujarat Titans,"Eden Gardens, Kolkata",27,13,3,1,207.69,not out,9
48,2025-04-29,Delhi Capitals,"Arun Jaitley Stadium, Delhi",44,32,3,2,137.5,c KK Nair b PVD Chameera,4
53,2025-05-04,Rajasthan Royals,"Eden Gardens, Kolkata",44,31,5,0,141.94,c Ashok Sharma b JC Archer,4
57,2025-05-07,Chennai Super Kings,"Eden Gardens, Kolkata",1,2,0,0,50.0,c MS Dhoni b Noor Ahmad,4
68,2025-05-25,Sunrisers Hyderabad,"Arun Jaitley Stadium, Delhi",14,18,1,0,77.78,c Nithish Kumar Reddy b E Malinga,4
